Name,stem,correct_response,response_b,response_c,response_d,best Jasmine,best Julian,best item Josh,agreement,Inferential difficulty,Stem Words,Distractor Difficulty,Background Knowledge,_merge,target_n,strata,proximity_awl,polysemy_awl,frequency_awl,diversity_awl,complexity_awl,tag,Difficulty of other words in stem,Required Background
cymbal,"During the orchestra's performance, the percussionist struck the CYMBAL with great force, producing a loud, crashing sound.",gong,guitar,violin,trumpet,best,best,,2,,,,,Matched (3),2,111,-0.16573361,-1.640889,-2.631809,-1.809988,-1.017489,,,
paranoid,"Because he was PARANOID, he always thought his coworkers were talking behind his back.",suspicious,carefree,confident,joyful,,,,,,,,,Matched (3),2,243,0.3343578,-0.88213903,-0.83828598,-1.888139,0.0072689,,,
guardroom,The captain instructed the new recruits to report to the GUARDROOM for their assignments.,watchroom,gym,lounge,auditorium,error,,best,,,,,,Matched (3),1,302,-0.27856901,-1.398705,-4.6881781,-2.972898,0.0422123,,,
tsar,The angry dog began to GNASH its teeth at the approaching stranger.,grind,wag,lick,purr,,best,,,,,,,Matched (3),6,21,0.89326721,-1.817312,-2.026294,-3.3477709,-1.858747,,,
warden,"After months of careful planning, the WARDEN successfully implemented a new security system.",administrator,guard,janitor,technician,,,,,,,,,Matched (3),4,142,0.62585622,-1.1244251,-0.79612571,-1.023279,-1.150146,,,
carefree,"On their vacation, the couple enjoyed a CAREFREE week exploring the countryside without any set plans.",relaxed,rigorous,solemn,anxious,,,,,,,,,Matched (3),6,232,-0.2708315,-1.257787,-1.356995,0.53463179,-0.18780109,,,
slutty,,,,,,,low valence,error,,,,,,Master only (1),6,114,-0.2303949,-0.038118701,-3.1229911,-2.252095,-0.69215631,,,
womenfolk,"The festival was eagerly anticipated by the entire village, especially the WOMENFOLK who had prepared special dishes and decorations.",ladies,children,elders,merchants,,,,,,,,,Matched (3),6,310,-0.32431629,-2.1497171,-2.9336181,-2.129437,0.66396731,,,
misspent,"The funds provided for the charity were unfortunately MISSPENT, leading to a shortage of resources.",wasted,amplified,generated,preserved,,best,best,2,,,,,Matched (3),1,212,-0.2478219,-1.4000469,-3.0503819,-2.6606159,0.126407,,,
hieroglyphic,The ancient Egyptians used a complex system of HIEROGLYPHIC symbols to write on temple walls.,pictorial,numeric,modern,auditory,best,best,best,3,,,,,Matched (3),2,414,-0.37601879,-0.2375336,-2.7388,-0.89305788,1.743057,,,
phosphorescent,The artist used a PHOSPHORESCENT paint that made the artwork visible even in complete darkness.,luminous,opaque,matte,dull,,,,,,,,,Matched (3),6,410,-0.3576476,-2.32178,-2.686379,-1.421068,2.129241,,,
misspent,The politician’s term in office was criticized as being MISSPENT due to lack of significant policies.,misused,celebrated,shortened,extended,,,,,,,,,Matched (3),3,212,-0.2478219,-1.4000469,-3.0503819,-2.6606159,0.126407,,,
maser,The soldier's GALLANTRY on the battlefield earned him a prestigious medal.,bravery,clumsiness,hesitation,fear,error,,"error, gallantry",,,,,,Matched (3),4,10,-0.33237791,-2.029043,-2.793901,-2.6734631,1.335739,,,
tabernacle,,,,,,,error,,,,,,,Using only (2),6,0,0,0,0,0,0,,,
phosphorescent,The artist used a PHOSPHORESCENT paint that made the artwork visible even in complete darkness.,luminous,opaque,matte,dull,,,,,,,,,Matched (3),1,410,-0.3576476,-2.32178,-2.686379,-1.421068,2.129241,,,
heckle,"It is considered rude to HECKLE a speaker during their presentation, as it can throw them off and disturb the audience.",jeer,compliment,whisper,concentrate,,,,,,,,,Matched (3),2,113,0.63807422,-0.8503564,-2.972322,-0.79170609,-1.241866,,,
trait,One important TRAIT of a successful leader is the ability to communicate effectively.,attribute,strategy,method,tool,,,,,,,,,Matched (3),3,41,1.508086,-1.588469,-0.40775961,-0.34008011,-1.716779,,,
fanatic,"As a football FANATIC, Mark had his house decorated entirely in his team's colors.",devotee,critic,employee,neighbor,,,,,,,,,Matched (3),6,133,-0.26747099,-0.75783157,-1.133706,-0.40174481,-0.4188486,,,
Statehood,Achieving STATEHOOD meant that the region could now elect its own representatives in the federal government.,independence,population,economy,culture,,,best,,,,,,Using only (2),6,0,0,0,0,0,0,,,
jovial,Sarah's JOVIAL nature always brightens up the room.,cheerful,angry,solemn,confused,best,,,,,,,,Matched (3),1,130,0.3572045,-1.879122,-1.832177,-0.83017749,-0.6918866,,,
loquacious,Scientists are studying the impact of climate change on the population of KRILL in Antarctic waters.,talkative,silent,hesitant,indifferent,,?,"Krill, error",,,,,,Using only (2),3,0,0,0,0,0,0,,,
scrubwoman,The SCRUBWOMAN worked diligently to ensure that the office floors were spotless by morning.,cleaner,secretary,manager,designer,,,best,,,,,,Matched (3),6,402,-0.30636829,-1.224812,-4.7836251,-1.54872,1.176652,,,
plainness,,,,,,,?,error,,,,,,Master only (1),6,314,11.12313,-0.2049838,-3.040781,-2.5562191,-0.1642835,,,
leukemia,"The artist's work was known for its PLAINNESS, focusing on the subject without any distractions.",simplicity,vibrancy,detail,richness,low valence,,"error, plainness",,,,,,Matched (3),5,240,-0.31665069,-2.0527489,-1.097963,-4.2865329,0.1438029,,,
courtyard,The children played in the spacious COURTYARD until the sun went down.,enclosure,living room,balcony,alley,,,,,,,,,Matched (3),2,341,-0.30782959,-1.686005,-0.46833819,-0.76049489,0.28262949,,,
screenwriting,His passion for SCREENWRITING began when he watched his first classic film and imagined writing his own someday.,scriptwriting,acting,painting,sculpting,error,none,"best, not good",,,,,,Matched (3),1,403,-0.26634029,-0.78850579,-3.3355429,-3.0004599,0.0088337,,,
electro,"Many modern pop songs incorporate ELEMENTS of ELECTRO, making them popular in nightclubs.",electronic,classical,lyrical,narrative,error,,,,,,,,Matched (3),6,112,-0.2422855,-1.115592,-2.6550021,-4.0014949,-0.86608249,,,
codebook,The researchers referred to the CODEBOOK to decode the encrypted messages.,manual,guide,wrapper,tablet,,,,,,,,,Matched (3),1,204,11.84046,0.056676898,-3.736362,-4.030724,-1.861369,,,
tote,"During the hike, they had to TOTE their supplies across rough terrain.",transport,consume,leave,inspect,,best,,,,,,,Matched (3),3,33,7.4764848,-0.80139607,-1.6799819,-2.800555,-2.0980661,,,
oxbow,"The river carved out an OXBOW over centuries, creating a unique u-shaped bend.",meander,cliff,waterfall,delta,,,,,,,,,Matched (3),2,3,3.9361429,-0.77629578,-3.584527,-4.413981,0.34657359,,,
quibble,We shouldn't QUIBBLE about the cost when the overall quality is what really matters in the project.,argue,celebrate,predict,hesitate,error,,,,,,,,Matched (3),2,123,-0.26396489,-0.43154579,-2.0304689,-1.0137841,-0.88050032,,,
thoroughly,The inspector checked the equipment THOROUGHLY to ensure safety compliance.,comprehensively,hastily,intermittently,selectively,best,,,,,,,,Matched (3),1,443,-0.3255941,-0.57954389,0.44315171,1.278632,0.1368884,,,
lonesomeness,The old cabin in the woods was filled with an air of LONESOMENESS after the family moved out.,isolation,chaos,warmth,noise,,,,,,,,,Matched (3),2,401,-0.1599735,-1.621555,-4.5216379,-1.475298,-1.353377,,,
leukemia,"Research teams are tirelessly working to find a cure for LEUKEMIA, a devastating illness.",blood cancer,arthritis,eczema,asthma,low valence,,,,,,,,Matched (3),4,240,-0.31665069,-2.0527489,-1.097963,-4.2865329,0.1438029,,,
leukemia,"Despite the PLAINNESS of the dress, it had a certain elegance that captivated everyone.",simplicity,extravagance,colorfulness,intricacy,low valence,,"error, plainness",,,,,,Matched (3),2,240,-0.31665069,-2.0527489,-1.097963,-4.2865329,0.1438029,,,
divvy,The roommates need to DIVVY the household chores so that everyone contributes equally.,share,ignore,plan,increase,,best,best,2,,,,,Matched (3),2,11,-0.0276288,-1.5388,-3.0263779,-3.5673699,-1.386676,,,
uppercut,His training focused on perfecting the UPPERCUT for better performance in the ring.,strike,jog,clap,bow,,,,,,,,,Matched (3),3,211,-0.29922429,-1.594432,-2.6174669,-3.5175231,0.020571699,,,
shiftless,The manager noticed that Tom's SHIFTLESS attitude was affecting the team's productivity.,unmotivated,hardworking,relaxed,confident,,best,best,2,,,,,Matched (3),1,311,-0.2794365,-1.748387,-2.5975051,-0.3383114,-0.1079961,,,
prior,She had no PRIOR experience in the field but quickly learned the necessary skills.,earlier,significant,formal,urgent,best,,best,2,,,,,Matched (3),6,43,-0.098242998,-0.36258131,0.88622171,1.053866,-1.584538,,,
flatfoot,"The old FLATFOOT’s days of chasing criminals were long behind him, but he still had valuable stories to tell.",detective,thief,musician,athlete,best,best,best,3,,,,,Matched (3),1,202,-0.2466592,-1.381254,-3.907021,-2.541116,-0.0142465,,,
bayou,The family took a boat tour to explore the lush vegetation along the BAYOU.,wetland,highway,suburb,prairie,,best,best,2,,,,,Matched (3),4,30,0.0347206,-1.966273,-1.4537081,-2.4100249,-1.581982,,,
proportionate,The punishment should be PROPORTIONATE to the crime to ensure fairness.,commensurate,unrelated,unjust,heavy,best,,best,2,,,,,Matched (3),3,433,-0.3325581,-0.44431701,-1.646377,0.27366021,1.445199,,,
cuisine,"The restaurant is known for its exceptional Italian CUISINE, which includes a variety of handmade pasta and wood-fired pizzas.",food,decoration,furniture,service,,,best,,,,,,Matched (3),3,131,-0.27762479,-1.787961,-1.220778,-3.407022,-0.61102748,,,
newsgroup,The company's marketing team decided to promote their latest product on a technology NEWGROUP.,forum,report,presentation,broadcast,error,,,,,,,,Matched (3),3,313,-0.1684902,-0.53684568,-3.0395761,-3.9820509,1.509396,,,
contemporary,"As a CONTEMPORARY of Shakespeare, Christopher Marlowe shared similar themes in his plays.",peer,critic,historian,admirer,,best,best,2,,,,,Matched (3),3,444,-0.38783199,-0.0122284,0.6645453,0.12890141,2.013484,,,
angelical,His ANGELICAL demeanor made him a favorite among the teachers.,pure,rude,exhausted,confused,best,,,,,,,,Matched (3),1,301,1.019376,-1.82298,-4.9739871,-3.9799359,-0.1662222,,,
flatfoot,The detective was known on the street as a reliable FLATFOOT who could always be counted on to solve the case.,police officer,firefighter,teacher,doctor,,,,,,,,,Matched (3),3,202,-0.2466592,-1.381254,-3.907021,-2.541116,-0.0142465,,,
awestruck,The little girl was AWESTRUCK as she watched the fireworks light up the night sky.,spellbound,hungry,annoyed,sleepy,,best,best,2,,,,,Matched (3),4,320,-0.3167499,-2.070365,-2.298928,-1.195763,0.0126129,,,
protrusion,The PROTRUSION on the surface of the table made it difficult to write smoothly.,lump,depression,stain,design,,,,,,,,,Matched (3),3,413,-0.31331891,-0.86186528,-2.84198,-3.8400431,0.47545919,,,
contour,The artist carefully outlined the CONTOUR of the model's face in the sketch.,outline,shadow,color,texture,best,best,,2,,,,,Matched (3),2,144,-0.28759351,0.49197999,-0.83968961,-0.6492542,-0.63873678,,,
tsar,"During the intense argument, he could only GNASH his teeth in frustration.",grind,cheer,speak,relax,,,"best, error",,,,,,Matched (3),5,21,0.89326721,-1.817312,-2.026294,-3.3477709,-1.858747,,,
bighorn,"The national park is famous for its diverse wildlife, including the majestic BIGHORN.",sheep,deer,rabbit,fox,,best,best,2,,,,,Matched (3),4,121,-0.41466191,-1.674731,-2.40713,-2.833734,3.3022349,,,
apprehensive,Sarah felt APPREHENSIVE about her first day at the new school.,anxious,excited,confident,indifferent,,,best,,,,,,Matched (3),5,432,-0.34762409,-0.91998082,-1.553077,0.36933431,1.401337,,,
siege,"The castle endured a long SIEGE, with supplies dwindling and morale sinking.",blockade,celebration,journey,refurbishment,best,,best,2,,,,,Matched (3),3,42,1.2399991,-1.067807,-0.54198372,-0.71689749,-1.78505,,,
mediator,"During the heated debate, the MEDIATOR helped both sides come to a compromise.",arbitrator,contender,observer,speaker,best,,best,2,,,,,Matched (3),6,231,-0.30773479,-1.792081,-1.3964241,-0.77936947,0.1506812,,,
mulishness,"Despite numerous logical arguments, her MULE stubbornly refused to change its path due to its MULE-LIKE MANNER.",obstinacy,curiosity,flexibility,enthusiasm,,error,,,,,,,Matched (3),3,404,10.08358,0.66707069,-4.8308201,-1.616565,-1.0847991,,,
devour,"The wolves moved quickly to DEVOUR their prey, leaving nothing behind.",eat,create,protect,observe,best,,best,2,,,,,Matched (3),3,134,0.55286598,0.1453242,-1.417629,0.0264236,-1.0401241,,,
respiratory,The doctor diagnosed the patient with a severe RESPIRATORY infection.,breathing,digestive,circulatory,skeletal,,best,,,,,,,Matched (3),3,440,-0.1570998,-1.921657,-0.3473022,-1.827666,1.51974,,,
paranoid,His PARANOID behavior caused him to install multiple security cameras around his home.,distrustful,calm,content,exuberant,best,,,,,,,,Matched (3),6,243,0.3343578,-0.88213903,-0.83828598,-1.888139,0.0072689,,,
gallantry,,,,,,,error,error,,,,,,Master only (1),6,324,0.3305549,-0.14660791,-2.2786479,-0.96221977,0.2479472,,,
adaptive,His ADAPTIVE learning style enabled him to excel in various educational settings.,versatile,fixed,uninspired,strict,,best,best,2,,,,,Matched (3),3,241,-0.2540803,-1.635638,-1.08948,-1.1548671,-1.026734,,,
shallows,The children enjoyed playing in the SHALLOWS by the lake where the water was only ankle-deep.,shallows,depths,rapids,waves,error,none,,,,,,,Matched (3),3,224,-0.23383801,-0.1288913,-2.393662,-1.003582,-0.66908282,,,
opulence,"The OPULENCE of the banquet left all the guests in awe, with its lavish decorations and sumptuous food.",extravagance,scarcity,harmony,enthusiasm,best,,,,,,,,Matched (3),3,222,-0.27608979,-1.456144,-2.3709819,-1.408294,0.075805902,,,
seer,The SEER was consulted to predict the outcome of the king's battle plan.,prophet,soldier,leader,artist,best,best,,2,,,,,Matched (3),2,23,5.6484151,-0.32464051,-2.3000319,-1.226426,-2.234185,,,
horticultural,"She pursued a HORTICULTURAL career, focusing on landscape design and plant care.",gardening,technical,medical,artistic,best,best,best,3,,,,,Matched (3),3,431,-0.2615549,-1.680624,-1.854432,-1.926352,-0.73360699,,,
hieroglyphic,"Archeologists discovered a HIEROGLYPHIC inscription inside the pyramid, providing clues about its construction.",symbolic,simple,temporary,blank,,,,,,,,,Matched (3),1,414,-0.37601879,-0.2375336,-2.7388,-0.89305788,1.743057,,,
contemporary,The gallery showcases CONTEMPORARY artworks from various modern artists.,modern,ancient,traditional,classical,,,,,,,,,Matched (3),1,444,-0.38783199,-0.0122284,0.6645453,0.12890141,2.013484,,,
cosmology,She decided to major in COSMOLOGY to explore the fundamental questions about the universe's origin and structure.,astrophysics,botany,musicology,economics,,,best,,,,,,Matched (3),3,332,-0.33200139,-0.91608858,-1.528409,-2.5938151,0.7309643,,,
guerrilla,The soldiers were ambushed by a group of GUERRILLA fighters hiding in the forest.,insurgent,disciplined,regular,powerful,low valence,best,best,2,,,,,Matched (3),2,342,-0.33313689,-1.17221,-0.70110953,-1.929737,-0.018197101,,,
residency,"After graduating from medical school, she began her RESIDENCY at a major hospital in Boston.",training,vacation,seminar,excursion,,,,,,,,,Matched (3),3,343,-0.1147114,-0.80103987,-1.0924129,-1.484846,0.297961,,,
glum,"After hearing the bad news, she had a very GLUM expression on her face.",sad,happy,curious,excited,best,,best,2,,,,,Matched (3),2,22,2.5134561,-0.93412977,-2.116667,-0.75670159,-1.780383,,,
shallows,The children enjoyed playing in the SHALLOWS by the lake where the water was only ankle-deep.,shallows,depths,rapids,waves,error,,,,,,,,Matched (3),3,224,-0.23383801,-0.1288913,-2.393662,-1.003582,-0.66908282,,,
perkiness,"Thanks to the coffee, Mark's PERKINESS returned, making him much more productive at work.",energy,exhaustion,boredom,irritation,best,,,,,,,,Matched (3),1,303,2.112375,-0.82512653,-3.8704841,-3.2778621,-1.010304,,,
larval,"In the aquarium, the fish are in their LARVAL form, requiring special care and feeding.",immature,developed,ancient,final,,,best,,,,,,Matched (3),1,122,0.41066369,-1.021612,-2.038965,-3.3829,-1.004505,,,
shiftless,Many saw Andrea as SHIFTLESS because she often avoided completing her tasks.,idle,diligent,irritated,curious,best,,,,,,,,Matched (3),3,311,-0.2794365,-1.748387,-2.5975051,-0.3383114,-0.1079961,,,
bile,The BILE secreted by the liver is essential for the digestion of fats.,fluid,enzyme,hormone,vitamin,best,,,,,,,,Matched (3),4,32,9.9766979,-1.16453,-1.22528,-2.910171,-2.1054249,,,
camion,The workers used a large CAMION to transport the construction materials to the site.,truck,vehicle,tool,machine,,,best,,,,,,Matched (3),3,100,-0.2961998,-1.921082,-4.548708,-4.2347031,0.1059327,,,
flatfoot,The detective was known on the street as a reliable FLATFOOT who could always be counted on to solve the case.,police officer,firefighter,teacher,doctor,,,,,,,,,Matched (3),3,202,-0.2466592,-1.381254,-3.907021,-2.541116,-0.0142465,,,
apprehensive,He was APPREHENSIVE as the deadline for the important project approached.,nervous,eager,relaxed,prepared,,best,,,,,,,Matched (3),1,432,-0.34762409,-0.91998082,-1.553077,0.36933431,1.401337,,,
urbane,"Despite the chaotic environment, she managed to maintain an URBANE demeanor that impressed everyone.",cultured,clumsy,naive,brash,,,,,,,,,Matched (3),2,120,0.1370928,-1.99813,-2.3231399,-0.77313328,-1.097759,,,
paranoid,His PARANOID behavior caused him to install multiple security cameras around his home.,distrustful,calm,content,exuberant,best,,best,2,,,,,Matched (3),1,243,0.3343578,-0.88213903,-0.83828598,-1.888139,0.0072689,,,
prior,He had a PRIOR engagement and could not attend the meeting.,previous,special,casual,tentative,,best,,,,,,,Matched (3),2,43,-0.098242998,-0.36258131,0.88622171,1.053866,-1.584538,,,
fatality,The construction site was closed after a tragic FATALITY occurred yesterday.,demise,meeting,conference,enhancement,low valence,,,,,,,,Matched (3),3,233,-0.2953181,-0.50554347,-1.753395,-1.673229,0.088079698,,,
chairman,"As the CHAIRMAN, he had the final say in all the company's major decisions.",head,employee,spectator,learner,best,,,,,,,,Matched (3),3,242,-0.1185334,-1.19092,0.41878209,-0.031857401,-0.3334876,,,
thoroughly,"After cleaning the house THOROUGHLY, she was exhausted but satisfied with the result.",completely,partially,randomly,quickly,,best,best,2,,,,,Matched (3),3,443,-0.3255941,-0.57954389,0.44315171,1.278632,0.1368884,,,
lethal,The detectives found that the suspect used a LETHAL dose of poison in the crime.,fatal,ineffective,harmless,beneficial,low valence,,best,,,,,,Matched (3),2,140,-0.24656171,-1.909003,-0.7158286,-0.34009531,-1.0112211,,,
indelicate,The sudden and INDELICATE comment she made left everyone in the room speechless.,tactless,humorous,heartfelt,friendly,,,best,,,,,,Matched (3),2,412,-0.29936731,-0.95933622,-3.2068291,-2.4164979,0.70149249,,,
perkiness,"Despite the early hour, Sarah's PERKINESS brightened everyone's spirits at the morning meeting.",cheerfulness,sadness,laziness,anger,,,,,,,,,Matched (3),2,303,2.112375,-0.82512653,-3.8704841,-3.2778621,-1.010304,,,
samarium,"Due to its capacity to absorb neutrons, SAMARIUM is often utilized in control rods for nuclear reactors.",material,design,structure,calculation,none,,,,,,,,Matched (3),2,200,-0.3002333,-2.054909,-4.881928,-4.672986,0.65956962,,,
revealer,"In her speech, the whistleblower became the REVEALER of the company's fraudulent activities.",exposer,announcer,defender,admirer,best,,,,,,,,Matched (3),3,203,0.34346351,-0.29340589,-3.548661,-3.526083,-0.21713629,,,
divvy,The team leader asked everyone to DIVVY the workload to ensure the project meets its deadline.,apportion,delay,create,understand,,,,,,,,,Matched (3),3,11,-0.0276288,-1.5388,-3.0263779,-3.5673699,-1.386676,,,
warden,"The ancient cliff dwellings were composed of soft, easily eroded SANDSTONE.",sedimentary rock,granite,marble,quartz,,,,,,,,,Matched (3),5,142,0.62585622,-1.1244251,-0.79612571,-1.023279,-1.150146,,,
mousy,Jake's MOUSY demeanor in the meetings led his colleagues to underestimate his capabilities.,shy,assertive,aggressive,talkative,best,,,,,,,,Matched (3),2,13,0.89446092,-0.3272649,-2.6498239,-1.124418,-1.435003,,,
fairlead,The FAIRLEAD was crucial in keeping the cable aligned and prevented it from getting tangled.,conduit,net,hull,rudder,,,,,,,,,Matched (3),2,201,-0.1886946,-1.80564,-4.6749678,-2.15169,-1.2429529,,,
horticultural,The HORTICULTURAL society held a flower show that attracted garden enthusiasts from all over the city.,gardening,literary,athletic,industrial,,,,,,,,,Matched (3),2,431,-0.2615549,-1.680624,-1.854432,-1.926352,-0.73360699,,,
uncivilized,The early settlers faced harsh conditions and had to resort to what some would call UNCIVILIZED methods to survive in the new land.,savage,ethical,cautious,pleasant,,best,best,2,,,,,Matched (3),2,421,-0.142992,-1.708593,-1.973217,-0.94818372,1.2863261,,,
trine,"During the TRINE, the three celestial bodies formed a perfect triangle, mesmerizing everyone at the observatory.",configuration,alignment,disturbance,chaos,,,,,,,,,Matched (3),3,1,-0.2784304,-1.69938,-4.7801962,-3.144105,-0.17243171,,,
dethrone,"After a series of defeats, the once-mighty king was finally DETHRONED by his enemies.",removed,celebrated,assisted,reinforced,,,best,,,,,,Matched (3),3,210,-0.2941294,-1.885605,-2.9452879,-0.86619103,-0.20166969,,,
treble,The audio engineer boosted the TREBLE to make the vocals clearer in the mix.,high-pitched,volume,balance,harmony,none,,,,,,,,Matched (3),6,124,-0.1815047,0.99892628,-2.01633,-2.3757031,-1.142134,,,
trine,"Astrologers believe that when a TRINE occurs, it often signifies a period of harmony and balance.",conjunction,conflict,separation,growth,,,,,,,,,Matched (3),1,1,-0.2784304,-1.69938,-4.7801962,-3.144105,-0.17243171,,,
